attempt_id,test_id,total_time_seconds,score_correct,score_total,n_items,rapid_share,n_mc_items,median_mc_item_time,mc_revision_share,score,pace_seconds_per_item,label
24ef55e4-f2db-4707-b5a0-1e068fca32aa,math_grade3_practice_2023,63,11,17,17,0.0,17,3.0,0.058823529411764705,0.6470588235294118,3.7058823529411766,clean
24f0fac0-5404-4955-b167-8a20f50c2e88,math_grade5_practice_2023,2118,16,24,24,0.0,24,33.5,0.0,0.6666666666666666,88.25,clean
24fc4387-ea2e-40d2-8e06-7559957fa92b,science_grade5_2015,1266,36,36,36,0.0,34,23.0,0.029411764705882353,1.0,35.166666666666664,clean
25042472-6c00-4682-b1a1-102c704bb5d8,math_grade3_practice_2023,185,17,17,17,0.0,17,7.0,0.4117647058823529,1.0,10.882352941176471,clean
250f38c8-8ea0-4b25-921c-43111d84cdbb,science_grade5_2015,2543,16,36,36,0.027777777777777776,34,44.0,0.08823529411764706,0.4444444444444444,70.63888888888889,clean
25115790-9859-49e5-8bd5-d6182a28c9d3,math_algebra1_practice_2023,216,13,18,18,0.3888888888888889,18,6.0,0.0,0.7222222222222222,12.0,clean
2513e1ae-dc68-4f58-973c-00813390f459,math_grade6_practice_2023,371,17,23,23,0.0,23,4.0,0.2608695652173913,0.7391304347826086,16.130434782608695,clean
25152c27-1075-411e-b136-104550150334,science_grade5_2015,194,34,36,36,0.16666666666666666,34,3.0,0.0,0.9444444444444444,5.388888888888889,clean
251904f2-4df5-43a8-9ef8-79d822292477,science_grade5_2015,199,34,36,36,0.1388888888888889,34,3.0,0.029411764705882353,0.9444444444444444,5.527777777777778,clean
251a3106-bf2f-4014-9d3a-3a735665d61c,math_algebra1_practice_2023,146,7,18,18,0.6666666666666666,18,4.0,0.0,0.3888888888888889,8.11111111111111,clean
25207e75-d6d5-494f-9b75-279969e480cf,math_geometry_practice_2023,1488,13,23,23,0.043478260869565216,23,29.0,0.043478260869565216,0.5652173913043478,64.69565217391305,clean
252d4a48-df29-4836-9cf7-3fb4bc4e95b5,science_grade5_2015,1144,23,36,36,0.0,34,22.5,0.23529411764705882,0.6388888888888888,31.77777777777778,clean
2536ea12-15d6-40a7-9f0e-604f13f05f5c,reading_grade5_practice_2024,203,33,38,38,0.2894736842105263,38,4.0,0.0,0.868421052631579,5.342105263157895,clean
253a807f-db67-47e4-b524-15ce68c3d800,reading_grade4_practice_2024,1574,34,42,42,0.0,42,10.0,0.023809523809523808,0.8095238095238095,37.476190476190474,clean
25497e69-63cc-4e54-b985-51d4d10b80fc,reading_grade5_practice_2024,2407,16,38,38,0.0,38,12.0,0.10526315789473684,0.42105263157894735,63.3421052631579,clean
254cd45d-5902-4648-9840-b2bd4142d09b,reading_grade4_practice_2024,6877,31,42,42,0.0,42,55.5,0.023809523809523808,0.7380952380952381,163.73809523809524,clean
25546fe4-9214-42a2-b953-a15ea15d951f,math_grade3_practice_2023,1051,14,17,17,0.0,17,10.0,0.058823529411764705,0.8235294117647058,61.8235294117647,clean
25572947-f8e7-41e0-aa9b-d679a6f7aec3,math_algebra1_practice_2023,3117,13,18,18,0.0,18,134.0,0.05555555555555555,0.7222222222222222,173.16666666666666,clean
2557b2c9-0deb-4311-90b7-ba8d05eaed08,reading_grade4_2015,155,26,40,40,0.475,40,2.5,0.05,0.65,3.875,clean
255bde78-7735-4733-9f82-96cd956dd26f,science_grade5_2015,1072,34,36,36,0.0,34,20.0,0.058823529411764705,0.9444444444444444,29.77777777777778,clean
25624634-72e8-420b-8087-0fdeca9e8196,math_grade3_practice_2023,81,17,17,17,0.0,17,3.0,0.0,1.0,4.764705882352941,clean
25683515-a3e1-4f7b-acc9-496d70e0d4a1,reading_grade5_practice_2024,659,10,38,38,0.07894736842105263,38,6.5,0.0,0.2631578947368421,17.342105263157894,clean
2574e432-8a14-4bd5-9bdb-192ba59167dd,science_biology_2015,1599,43,46,46,0.06521739130434782,40,26.5,0.075,0.9347826086956522,34.76086956521739,clean
257609e3-79bd-4918-a779-3d27dd77b406,math_geometry_practice_2023,2873,10,23,23,0.0,23,52.0,0.13043478260869565,0.43478260869565216,124.91304347826087,clean
257ef0bb-2dd0-4079-afd4-bed983a58bd9,science_earth_sci_2015,4614,42,45,45,0.4444444444444444,39,3.0,0.07692307692307693,0.9333333333333333,102.53333333333333,clean
257fa05c-8c59-4489-a435-55c376f8a88c,reading_grade5_practice_2024,179,38,38,38,0.34210526315789475,38,3.0,0.02631578947368421,1.0,4.7105263157894735,replay
2581643e-03d7-4e1b-80ef-2b8ace89f17d,reading_grade4_practice_2024,436,32,42,42,0.023809523809523808,42,7.0,0.047619047619047616,0.7619047619047619,10.380952380952381,clean
258c937e-403a-4470-bf31-591c391f0dc2,reading_endofcourse_practice_2024,160,29,29,29,0.5862068965517241,29,4.0,0.0,1.0,5.517241379310345,replay
25903dd9-28f1-45be-9539-4536023b007b,reading_grade5_practice_2024,1494,16,38,38,0.02631578947368421,38,13.5,0.07894736842105263,0.42105263157894735,39.31578947368421,clean
2598cf07-2a75-489d-8998-65d8e0d91dee,math_grade3_2014,3470,28,40,40,0.0,35,58.0,0.02857142857142857,0.7,86.75,clean
25ab42b0-bd7f-42a3-864d-72f35b4beae8,math_grade3_practice_2023,185,17,17,17,0.0,17,7.0,0.0,1.0,10.882352941176471,clean
25ae3343-ea6b-4a2b-a811-9a884e9a2a5b,reading_grade4_2015,377,32,40,40,0.0,40,7.0,0.225,0.8,9.425,clean
25b33061-ede7-464d-ab53-04c74a0ac0b6,math_grade6_practice_2023,507,21,23,23,0.0,23,6.0,0.08695652173913043,0.9130434782608695,22.043478260869566,clean
25b5ffaa-4a44-4e4d-86ba-7204cc90c4a0,math_grade3_practice_2023,1190,14,17,17,0.0,17,43.0,0.17647058823529413,0.8235294117647058,70.0,clean
25b70a95-01ee-4e25-8035-5b52ac362ab0,science_biology_2015,3846,37,46,46,0.0,40,53.0,0.125,0.8043478260869565,83.6086956521739,clean
25b9ade3-07b6-4faf-b80d-71458c7308ef,math_grade3_2014,2734,37,40,40,0.0,35,51.0,0.0,0.925,68.35,clean
25bb73a3-cf5f-4fe3-ba99-a860cdb371b5,reading_grade5_2015,714,37,40,40,0.275,39,8.0,0.02564102564102564,0.925,17.85,clean
25cd71c2-f0d7-4abf-b01c-778102fe4668,science_earth_sci_2015,3279,45,45,45,0.24444444444444444,39,3.0,0.0,1.0,72.86666666666666,clean
25cfbb44-c651-4216-a4c0-da32879f47ef,math_grade5_practice_2023,411,23,24,24,0.0,24,6.0,0.0,0.9583333333333334,17.125,clean
25d90e8f-0b1e-4427-82e9-9dc5ffbcf9d4,math_algebra1_practice_2023,252,8,18,18,0.6111111111111112,18,5.0,0.0,0.4444444444444444,14.0,clean
25db32eb-cc09-46b4-a414-25fd5629346d,math_algebra2_2014,3776,46,50,50,0.12,45,20.0,0.044444444444444446,0.92,75.52,clean
25ddb6a3-8fac-4b4a-bfa1-4b8d582213b4,math_algebra1_practice_2023,1932,10,18,18,0.0,18,104.5,0.0,0.5555555555555556,107.33333333333333,clean
25ded6c6-b7ba-4350-ae7d-9cdb5a602608,reading_grade5_practice_2024,1732,14,38,38,0.05263157894736842,38,12.0,0.15789473684210525,0.3684210526315789,45.578947368421055,clean
25e631af-954d-479d-a609-527e6dcf0982,math_grade5_practice_2023,687,21,24,24,0.0,24,17.5,0.08333333333333333,0.875,28.625,clean
25e9a9d5-81fc-43a0-8494-d01cda496f7a,science_grade5_2015,1223,32,36,36,0.0,34,24.5,0.0,0.8888888888888888,33.97222222222222,clean
25f957f5-e056-470e-808c-0a9ff2b9eaff,math_grade3_practice_2023,55,17,17,17,0.0,17,3.0,0.0,1.0,3.235294117647059,replay
25fe24c2-b65b-45f5-8db6-13ae5de9b846,math_grade3_practice_2023,658,17,17,17,0.0,17,3.0,0.0,1.0,38.705882352941174,clean
26042b48-d8ef-405a-baff-539926cfcf80,reading_endofcourse_practice_2024,2443,20,23,23,0.043478260869565216,23,77.0,0.13043478260869565,0.8695652173913043,106.21739130434783,clean
260a22ae-00fa-42da-ade7-856879a94b7d,math_grade3_practice_2023,76,17,17,17,0.0,17,3.0,0.0,1.0,4.470588235294118,clean
26134ff6-885f-4d7d-8b5a-274b3a410fe1,math_grade4_practice_2023,760,16,18,18,0.0,18,38.5,0.16666666666666666,0.8888888888888888,42.22222222222222,clean
26162c45-450f-45b1-9d76-f93de82350e3,science_grade5_2015,514,36,36,36,0.08333333333333333,34,6.0,0.0,1.0,14.277777777777779,clean
2628d2fb-eb74-4e1e-84b1-d0166715afd2,math_grade4_practice_2023,54,16,18,18,0.05555555555555555,18,2.0,0.05555555555555555,0.8888888888888888,3.0,clean
2642e15f-2c7d-42bb-a48c-f60fcab1d7a2,math_grade3_practice_2023,1235,13,17,17,0.0,17,29.0,0.058823529411764705,0.7647058823529411,72.6470588235294,clean
26527921-ec39-43f8-82a6-de0a830b2867,reading_grade6_2015,1135,21,45,45,0.022222222222222223,42,22.0,0.16666666666666666,0.4666666666666667,25.22222222222222,clean
26557ce3-7dd8-458b-b920-d8de3493db82,math_geometry_2014,29237,18,50,50,0.18,45,48.0,0.0,0.36,584.74,clean
265ae0a7-058b-47e1-ae27-21a86245c85a,math_grade5_practice_2023,134,21,24,24,0.0,24,4.0,0.041666666666666664,0.875,5.583333333333333,clean
2661fe29-6758-4697-889a-95533390f01e,reading_grade3_2015,1276,14,40,40,0.225,38,3.0,0.18421052631578946,0.35,31.9,clean
26680f77-cb5e-4216-86f2-9616ed98fdb5,science_earth_sci_2015,1319,33,45,45,0.0,39,16.0,0.05128205128205128,0.7333333333333333,29.31111111111111,clean
266a86f9-4d96-4213-bc63-b234ff8884b2,science_grade5_2015,2156,36,36,36,0.0,34,36.5,0.0,1.0,59.888888888888886,clean
266ed8d4-3639-4ba4-8916-89b4e4e6f7f3,reading_grade4_practice_2024,213,42,42,42,0.23809523809523808,42,3.5,0.023809523809523808,1.0,5.071428571428571,replay
267121f7-009c-4b6c-bae4-6f10e0529b4c,math_grade4_practice_2023,62,18,18,18,0.05555555555555555,18,2.0,0.1111111111111111,1.0,3.4444444444444446,clean
26850959-67dd-43f6-902d-bd0884eb2994,reading_grade5_2015,190,38,40,40,0.65,39,3.0,0.02564102564102564,0.95,4.75,replay
268b957b-7287-4c34-9ffd-72e03919ec28,math_grade4_practice_2023,2430,11,18,18,0.0,18,72.5,0.05555555555555555,0.6111111111111112,135.0,clean
26968859-58d4-456e-9f36-9fbfa7751a32,math_algebra1_practice_2023,118,18,18,18,0.7222222222222222,18,3.0,0.0,1.0,6.555555555555555,clean
2697882b-e0e6-479f-b8d5-30285631f4bd,math_grade4_2014,4350,38,50,50,0.0,45,60.0,0.06666666666666667,0.76,87.0,clean
269795a3-0f9a-4a20-b822-fadfbc70d829,science_grade5_2015,152,22,36,36,0.3055555555555556,34,3.0,0.058823529411764705,0.6111111111111112,4.222222222222222,clean
269af716-241b-4eee-8a8b-98003394c9bb,reading_grade4_practice_2024,262,36,42,42,0.3333333333333333,42,4.0,0.07142857142857142,0.8571428571428571,6.238095238095238,clean
269ecb51-7f06-4d0f-9108-220c42535ed7,reading_grade6_2015,326,41,45,45,0.044444444444444446,42,4.0,0.09523809523809523,0.9111111111111111,7.2444444444444445,clean
269f3a26-9033-46bb-8442-79ea6da673f8,reading_grade6_2015,2361,29,45,45,0.0,42,16.0,0.07142857142857142,0.6444444444444445,52.46666666666667,clean
26a2036a-1fea-429e-94d3-90966d3b0339,reading_grade5_2015,5816,27,40,40,0.0,39,61.0,0.02564102564102564,0.675,145.4,clean
26a48fde-3c53-4540-88aa-6f55e4f0b368,science_biology_2015,769,12,46,46,0.6739130434782609,40,3.0,0.075,0.2608695652173913,16.717391304347824,clean
26a7e158-12d7-40f5-b111-46d094cfa870,reading_grade6_2015,431,29,45,45,0.17777777777777778,42,4.0,0.14285714285714285,0.6444444444444445,9.577777777777778,clean
26ac974b-8471-4a87-a51e-842c23810fc7,math_grade3_practice_2023,1723,14,17,17,0.0,17,40.0,0.0,0.8235294117647058,101.3529411764706,clean
26ae9d5a-67b5-42fa-9469-d2c9262391d7,reading_grade5_practice_2024,5422,31,38,38,0.0,38,20.5,0.10526315789473684,0.8157894736842105,142.68421052631578,clean
26b3e733-3b90-4f93-b606-771f3bda1b3d,math_grade3_practice_2023,69,17,17,17,0.0,17,3.0,0.058823529411764705,1.0,4.0588235294117645,clean
26b4a5c2-31b8-42a2-b122-217ddb6b570a,reading_endofcourse_practice_2024,303,29,29,29,0.0,29,8.0,0.034482758620689655,1.0,10.448275862068966,clean
26b54fd9-e839-43f1-9484-618cc3d51d16,reading_grade6_2015,997,38,45,45,0.0,42,13.5,0.19047619047619047,0.8444444444444444,22.155555555555555,clean
26b7c164-a705-490c-b4fa-95b2bd00abd0,math_grade3_practice_2023,58,17,17,17,0.0,17,2.0,0.058823529411764705,1.0,3.411764705882353,replay
26c94011-4d90-4324-ab89-704a7d0e4eed,math_grade3_practice_2023,363,14,17,17,0.0,17,13.0,0.058823529411764705,0.8235294117647058,21.352941176470587,clean
26cb9d57-3128-4a56-b4b4-3abfa7fa1847,science_grade5_2015,1327,15,36,36,0.4722222222222222,34,3.0,0.058823529411764705,0.4166666666666667,36.861111111111114,clean
26cc3013-e79f-4b85-97aa-d6090da532d9,math_grade5_practice_2023,3104,9,24,24,0.0,24,22.5,0.25,0.375,129.33333333333334,clean
26d7e3df-90d0-495d-9056-c38537834069,science_grade5_2015,1855,34,36,36,0.05555555555555555,34,15.5,0.08823529411764706,0.9444444444444444,51.52777777777778,clean
26dbf780-9650-4fa6-824b-60d0a8b05b38,math_grade3_practice_2023,71,17,17,17,0.0,17,3.0,0.11764705882352941,1.0,4.176470588235294,clean
26decf93-2782-4ddb-8beb-43a86db8d6df,reading_grade5_practice_2024,5165,37,38,38,0.02631578947368421,38,11.5,0.02631578947368421,0.9736842105263158,135.92105263157896,clean
26e25a48-cf94-441e-8b05-fd18cbbafe1f,reading_endofcourse_practice_2024,2203,29,29,29,0.0,29,41.0,0.3793103448275862,1.0,75.96551724137932,clean
26e58e07-388f-4c0e-89fe-2263b04d904e,reading_grade7_practice_2024,132,10,36,36,0.8055555555555556,36,1.0,0.027777777777777776,0.2777777777777778,3.6666666666666665,rushed_guess
26e9c36b-6312-48a9-b1e7-bca5c53f8543,reading_grade4_practice_2024,6904,21,42,42,0.09523809523809523,42,8.0,0.14285714285714285,0.5,164.38095238095238,clean
26eca022-15eb-4934-b8de-634714f6b6e3,science_biology_2015,718,43,46,46,0.15217391304347827,40,10.0,0.05,0.9347826086956522,15.608695652173912,clean
26f2a940-6c9d-433a-926e-662138c958e9,math_grade3_2014,1050,16,40,40,0.0,35,15.0,0.05714285714285714,0.4,26.25,clean
26f47bb0-0ebc-4356-b5d4-435e9cbe9a3e,math_grade3_practice_2023,56,17,17,17,0.0,17,2.0,0.0,1.0,3.2941176470588234,replay
270cd3a8-a0ec-4d92-9f42-eb00bfece4b7,math_grade6_2014,256875,43,50,50,0.04,43,11.0,0.023255813953488372,0.86,5137.5,clean
270f3c95-de32-47db-b7a8-3a3b502cd97c,math_grade8_practice_2023,78,6,28,28,0.39285714285714285,28,2.0,0.0,0.21428571428571427,2.7857142857142856,rushed_guess
271a1cc5-edbc-486c-b28e-d495e7cb1092,reading_grade4_2015,4236,37,40,40,0.0,40,21.0,0.0,0.925,105.9,clean
271a34cc-1a97-4626-a910-c80eeecafad3,reading_endofcourse_practice_2024,343890,9,29,29,0.3793103448275862,29,6.0,0.06896551724137931,0.3103448275862069,11858.275862068966,clean
27259f7e-0a17-401d-9c7a-e82690b6beff,math_geometry_practice_2023,5956,8,23,23,0.17391304347826086,23,85.0,0.043478260869565216,0.34782608695652173,258.95652173913044,clean
2725d8e9-6fff-4f04-88f0-e5badff1f3e9,science_earth_sci_2015,2189,34,45,45,0.0,39,19.0,0.02564102564102564,0.7555555555555555,48.644444444444446,clean
273ff878-121b-4f80-8e65-b9fc87dfe462,reading_grade4_practice_2024,628,27,42,42,0.0,42,7.0,0.023809523809523808,0.6428571428571429,14.952380952380953,clean
27458f1d-91c6-4a0c-b821-7783b1b8e79e,math_grade3_practice_2023,238,16,17,17,0.0,17,8.0,0.0,0.9411764705882353,14.0,clean
2745ecf5-21a3-4df8-9a58-6a8929ffddd3,reading_grade7_practice_2024,513,30,36,36,0.19444444444444445,36,9.0,0.05555555555555555,0.8333333333333334,14.25,clean
274bdcf9-c516-447e-85ba-b552a8d414b3,reading_grade7_practice_2024,607,25,36,36,0.2777777777777778,36,9.0,0.16666666666666666,0.6944444444444444,16.86111111111111,clean
274ff82e-46e8-4959-8e03-94901094f064,reading_grade6_practice_2024,3212,16,29,29,0.20689655172413793,29,23.0,0.13793103448275862,0.5517241379310345,110.75862068965517,clean
2750feb4-e626-4b99-a94c-04c0424ccde4,science_grade5_2015,1246,24,36,36,0.0,34,18.0,0.08823529411764706,0.6666666666666666,34.611111111111114,clean
275428ee-7e8b-4f8f-9875-0a6f310f7e99,math_grade4_practice_2023,125,18,18,18,0.0,18,5.0,0.1111111111111111,1.0,6.944444444444445,clean
27593e33-238d-4043-8d97-204874b90c25,math_grade7_practice_2023,170,19,22,22,0.0,22,4.0,0.0,0.8636363636363636,7.7272727272727275,clean
27596d5c-f3f6-4556-bb73-8bf03d3174c9,math_grade4_practice_2023,61,18,18,18,0.05555555555555555,18,2.0,0.2222222222222222,1.0,3.388888888888889,clean
2764ecf9-ddc1-4249-a068-e799b73a6da3,math_grade3_practice_2023,106,17,17,17,0.0,17,3.0,0.058823529411764705,1.0,6.235294117647059,clean
2766eadb-2d6c-494a-9952-b78117e1aeba,math_grade3_practice_2023,14934,4,17,17,0.0,17,7.0,0.0,0.23529411764705882,878.4705882352941,clean
2781f239-0f11-4f3f-a095-7d7e3b341b24,math_grade7_2014,3462,37,50,50,0.0,46,48.5,0.043478260869565216,0.74,69.24,clean
278f2c49-6f92-4763-913f-5bb5687b48d9,math_algebra1_practice_2023,1013,15,18,18,0.3333333333333333,18,6.5,0.0,0.8333333333333334,56.27777777777778,clean
278ff96d-2090-4926-bd3e-fa26e424a0d0,science_grade5_2015,485,32,36,36,0.0,34,7.0,0.23529411764705882,0.8888888888888888,13.472222222222221,clean
27900773-e849-4aa9-b566-e053897f05f4,science_biology_2015,3819,33,46,46,0.0,40,24.5,0.1,0.717391304347826,83.02173913043478,clean
27921743-4a8c-4b12-889e-ba94560eb5f1,math_grade6_2014,240,50,50,50,0.44,43,3.0,0.0,1.0,4.8,replay
2793e42d-a45d-4a95-8d4b-028482087263,math_grade3_practice_2023,1429,15,17,17,0.0,17,60.0,0.058823529411764705,0.8823529411764706,84.05882352941177,clean
27acf6b5-e124-4406-a77f-2ff0511e6083,math_algebra1_practice_2023,162,18,18,18,0.7222222222222222,18,4.0,0.0,1.0,9.0,clean
27b8b022-e247-4a64-81b1-9620d06c1f67,reading_grade5_2015,189,25,40,40,0.7,39,3.0,0.07692307692307693,0.625,4.725,clean
27be0425-eaf1-4ac1-ba0b-f0362c25f830,science_grade8_2015,957,44,48,48,0.041666666666666664,43,11.0,0.06976744186046512,0.9166666666666666,19.9375,clean
27c0549c-ef2e-4c91-9fd3-edc3864cf940,math_grade3_practice_2023,85,16,17,17,0.0,17,4.0,0.0,0.9411764705882353,5.0,clean
27c06bf0-a501-4cd8-898d-bb3def3e5108,reading_grade4_2015,677,27,40,40,0.025,40,9.5,0.075,0.675,16.925,clean
27c0feb5-464c-481c-921f-3fc80bed41c3,math_grade3_practice_2023,69,17,17,17,0.0,17,3.0,0.058823529411764705,1.0,4.0588235294117645,clean
27c8a2d3-6b1d-42e4-9b6e-5eaef34285ab,math_grade4_practice_2023,196,18,18,18,0.0,18,6.5,0.0,1.0,10.88888888888889,clean
27c9a5e7-c9bc-4f40-a65b-75d4931c380f,math_grade3_practice_2023,253,15,17,17,0.0,17,11.0,0.0,0.8823529411764706,14.882352941176471,clean
27cb1f4f-898f-4680-bb37-fda8db8b60f7,math_geometry_practice_2023,2491,21,23,23,0.08695652173913043,23,14.0,0.043478260869565216,0.9130434782608695,108.30434782608695,clean
27ce868a-80ae-4b5c-856f-b09c8ea13a3c,math_algebra1_2014,2106,16,50,50,0.08,43,6.0,0.046511627906976744,0.32,42.12,clean
27d4a94a-ddb1-4f9d-8380-a1124ec841ba,math_algebra2_practice_2023,229,6,22,22,0.2727272727272727,22,4.0,0.09090909090909091,0.2727272727272727,10.409090909090908,clean
27dbe0bb-b15b-4162-9ab3-96dfe22208f0,reading_endofcourse_practice_2024,573,24,29,29,0.034482758620689655,29,9.0,0.10344827586206896,0.8275862068965517,19.75862068965517,clean
27dc5c16-2ea6-4d46-9756-51f5cee4e64a,math_grade6_practice_2023,233,4,23,23,0.43478260869565216,23,2.0,0.043478260869565216,0.17391304347826086,10.130434782608695,clean
27e85659-4fae-4bb7-9aab-3e720e3580e4,math_grade3_practice_2023,1324,11,17,17,0.0,17,62.0,0.058823529411764705,0.6470588235294118,77.88235294117646,clean
27eac429-0809-42ff-921d-8c7856286c0a,science_biology_2015,433,43,46,46,0.41304347826086957,40,5.0,0.025,0.9347826086956522,9.41304347826087,replay
27eed768-096e-456d-a095-dc6f88292d2a,math_grade5_practice_2023,127,11,24,24,0.0,24,3.0,0.08333333333333333,0.4583333333333333,5.291666666666667,clean
27f5160c-ebfa-422a-ba78-823a860512b5,reading_grade5_practice_2024,688,27,38,38,0.23684210526315788,38,5.0,0.05263157894736842,0.7105263157894737,18.105263157894736,clean
27fb8fe6-8134-4162-962f-36bba8e38856,math_algebra1_2015,79443,38,44,44,0.0,40,55.5,0.075,0.8636363636363636,1805.5227272727273,clean
27fc0dcb-7b54-4356-b4ac-df6c9637e12c,math_grade4_practice_2023,100,18,18,18,0.0,18,3.5,0.0,1.0,5.555555555555555,clean
28066b8c-666d-481b-b1bd-a289466429b6,math_grade4_practice_2023,127,18,18,18,0.0,18,5.0,0.0,1.0,7.055555555555555,clean
280824c1-4b55-4409-9d64-d4f7318d6407,math_grade3_2014,3105,29,40,40,0.0,35,50.0,0.11428571428571428,0.725,77.625,clean
28127154-d5a6-4c79-aa60-f0b00fa9e7b6,math_grade5_practice_2023,130,24,24,24,0.041666666666666664,24,3.0,0.0,1.0,5.416666666666667,clean
2824b3be-4500-4357-86d8-9e0d788d27c3,math_grade5_practice_2023,95,4,24,24,0.375,24,2.5,0.0,0.16666666666666666,3.9583333333333335,clean
282b6945-bd09-4d7d-b06a-7d5afca26822,reading_grade5_practice_2024,1298,16,38,38,0.0,38,18.5,0.21052631578947367,0.42105263157894735,34.1578947368421,clean
2831d00c-c6ab-4b6c-ba78-bcb37f430897,math_grade5_practice_2023,156,24,24,24,0.20833333333333334,24,3.0,0.0,1.0,6.5,clean
2832bc3a-d6cf-4541-b5f3-a144351f6c4b,math_grade6_practice_2023,129,23,23,23,0.08695652173913043,23,3.0,0.0,1.0,5.608695652173913,clean
2832eec2-1d68-422f-943e-fa02f728653f,reading_endofcourse_2015,987,43,54,54,0.07407407407407407,53,8.0,0.05660377358490566,0.7962962962962963,18.27777777777778,clean
283caec4-57f6-4730-a87f-548f0e868ca7,math_grade4_practice_2023,154,16,18,18,0.0,18,4.0,0.0,0.8888888888888888,8.555555555555555,clean
28400d45-fcaa-4fb8-93d7-bdaea2295b72,math_grade3_2014,1055,34,40,40,0.025,35,10.0,0.11428571428571428,0.85,26.375,clean
2855214f-13ab-4d14-9e71-f96c7b9a4b67,math_grade5_practice_2023,98,15,24,24,0.4583333333333333,24,2.0,0.0,0.625,4.083333333333333,clean
285e214a-8944-4b08-92e4-1b5ff3eeedaa,math_grade5_practice_2023,98,23,24,24,0.08333333333333333,24,3.0,0.041666666666666664,0.9583333333333334,4.083333333333333,clean
286559ed-06ae-4e03-ab4a-978462e1c01d,math_algebra1_2014,504,50,50,50,0.54,43,4.0,0.06976744186046512,1.0,10.08,replay
28769a0d-0085-4c63-b1ae-36d52510435b,math_grade7_2014,72,0,50,50,0.28,46,1.0,0.0,0.0,1.44,rushed_guess
28773b18-3be4-40fb-a078-85a2a84b28c7,math_algebra1_2015,5317,43,44,44,0.045454545454545456,40,52.5,0.05,0.9772727272727273,120.8409090909091,clean
287c0eb6-95d4-4971-97eb-1d2347cbf221,reading_grade3_2015,956,13,40,40,0.4,38,7.0,0.23684210526315788,0.325,23.9,clean
287c5b70-01eb-4771-81a8-23d4cb04c577,reading_grade5_2015,2633,19,40,40,0.25,39,24.0,0.23076923076923078,0.475,65.825,clean
287e2e43-f3c5-4d74-a3b4-b5279db954b6,math_geometry_practice_2023,2398,7,23,23,0.30434782608695654,23,3.0,0.0,0.30434782608695654,104.26086956521739,clean
28903ee6-5415-4e24-a290-6eefb44bf115,math_grade5_2014,716,50,50,50,0.52,43,4.0,0.0,1.0,14.32,clean
28a733e1-94c0-4b99-9cdc-bc3802ac5737,reading_grade5_practice_2024,299,35,38,38,0.18421052631578946,38,4.0,0.05263157894736842,0.9210526315789473,7.868421052631579,clean
28ad91cc-6178-436d-9b52-d8b25d94295b,math_grade4_2014,4490,13,50,50,0.4,45,3.0,0.0,0.26,89.8,clean
28b69a37-6e15-4d02-a23b-eba1de99d561,reading_grade5_2015,5451,23,40,40,0.025,39,24.0,0.07692307692307693,0.575,136.275,clean
28bd26ac-46d7-466c-aafd-2ea74de6d892,math_grade7_practice_2023,113,19,22,22,0.0,22,3.5,0.09090909090909091,0.8636363636363636,5.136363636363637,clean
28beb2ef-2d91-4a5a-9d97-f9b3d405b97d,math_grade3_practice_2023,46,17,17,17,0.058823529411764705,17,2.0,0.0,1.0,2.7058823529411766,replay
28ce2531-0786-4ad3-8c76-0467c1e947c3,math_grade4_practice_2023,88,18,18,18,0.0,18,3.0,0.0,1.0,4.888888888888889,clean
28d35983-d77f-44e5-b28b-6f13c765eb4e,math_algebra2_practice_2023,364,13,22,22,0.09090909090909091,22,7.0,0.0,0.5909090909090909,16.545454545454547,clean
28dae31d-fcc8-490d-9454-75193f0c941f,science_earth_sci_2015,654,32,45,45,0.022222222222222223,39,7.0,0.10256410256410256,0.7111111111111111,14.533333333333333,clean
28e1bc31-4c50-4cf1-86e6-c83eebd42c13,math_grade3_practice_2023,67,17,17,17,0.0,17,3.0,0.058823529411764705,1.0,3.9411764705882355,clean
28e362c1-ccd6-4dc6-800d-8f4b2be830f5,math_grade4_practice_2023,656,6,18,18,0.0,18,29.5,0.16666666666666666,0.3333333333333333,36.44444444444444,clean
28f134fb-72a5-4b3e-83be-15a12c717252,science_grade5_2015,1142,29,36,36,0.0,34,12.0,0.0,0.8055555555555556,31.72222222222222,clean
28f69d6e-4ddd-4ace-8e2e-3d776b486fbd,math_algebra1_practice_2023,54,18,18,18,0.9444444444444444,18,2.0,0.0,1.0,3.0,replay
29076037-9514-4ae2-a484-209ea292aef0,science_grade8_2015,173,22,48,48,0.7708333333333334,43,2.0,0.046511627906976744,0.4583333333333333,3.6041666666666665,rushed_guess
2907dfcb-8b46-461d-9915-9806c033655b,math_grade5_practice_2023,123,24,24,24,0.20833333333333334,24,3.0,0.041666666666666664,1.0,5.125,clean
2909355f-a846-45d3-9751-45abdf10e9d1,math_algebra1_2014,3985,18,50,50,0.58,43,3.0,0.09302325581395349,0.36,79.7,clean
29186a1e-a4c8-4772-9729-f279f86c84f2,math_grade4_practice_2023,68754,15,18,18,0.0,18,14.0,0.05555555555555555,0.8333333333333334,3819.6666666666665,clean
29329fdc-bb48-47bd-a007-f3fac1a821b6,reading_grade4_practice_2024,602,12,42,42,0.40476190476190477,42,3.0,0.11904761904761904,0.2857142857142857,14.333333333333334,clean
2939a6f9-9f24-4bde-998f-9bd705cc4fba,math_geometry_practice_2023,1500,20,23,23,0.0,23,49.0,0.043478260869565216,0.8695652173913043,65.21739130434783,clean
